920,76.32
1760,76.32
2589,76.32
3418,76.32
4246,76.32
5074,76.32
5904,76.32
6732,76.44
7561,76.32
8390,76.44
9219,76.44
10047,76.44
10876,76.44
11705,76.44
12534,76.44
13363,76.55
14191,76.44
15021,76.44
15849,76.44
16678,76.44
17507,76.55
18335,76.55
19165,76.55
19993,76.66
20823,76.66
21651,76.55
22480,76.66
23309,76.66
24137,76.66
24967,76.55
25795,76.66
26625,76.55
27453,76.55
28282,76.55
29111,76.55
29940,76.55
30770,76.55
31598,76.55
32428,76.66
33256,76.55
34084,76.55
34919,76.66
35748,76.66
36577,76.66
37405,76.66
38235,76.66
39063,76.66
39892,76.66
40721,76.55
41549,76.55
42379,76.44
43207,76.44
44036,76.44
44865,76.44
45694,76.44
46523,76.55
47352,76.44
48181,76.55
49010,76.55
49839,76.44
50667,76.44
51496,76.44
52325,76.44
53154,76.44
53983,76.44
54811,76.44
55641,76.44
56469,76.32
57298,76.44
58127,76.44
58955,76.32
59785,76.32
60613,76.32
61443,76.32
62271,76.32
63100,76.32
63930,76.32
64758,76.21
65588,76.32
66416,76.21
67252,76.21
68080,76.21
68910,76.21
69739,76.21
70567,76.10
71397,76.10
72225,76.10
73055,76.10
73884,76.10
74713,75.99
75542,75.99
76371,75.99
77200,75.99
78029,75.99
78858,75.99
79687,75.87
80516,75.87
81345,75.87
82173,75.87
83003,75.87
83832,75.76
84661,75.76
85490,75.76
86319,75.65
87147,75.65
87976,75.76
88806,75.65
89634,75.65
90464,75.54
91292,75.54
92122,75.54
92950,75.43
93779,75.43
94607,75.43
95435,75.43
96264,75.43
97092,75.43
97927,75.43
98755,75.31
99584,75.31
100417,75.20
101245,75.31
102075,75.20
102903,75.09
103733,75.20
104561,75.20
105391,75.09
106219,74.97
107048,74.97
107877,74.97
108705,74.97
109535,74.86
110363,74.86
111193,74.86
112021,74.86
112850,74.86
113679,74.86
114508,74.86
115337,74.75
116166,74.75
116995,74.64
117824,74.64
118652,74.64
119481,74.64
120310,74.64
121139,74.52
121968,74.52
122797,74.52
123626,74.41
124454,74.41
125284,74.41
126112,74.41
126942,74.30
127770,74.30
128600,74.30
129428,74.30
130263,74.30
131092,74.19
131920,74.19
132750,74.19
133579,74.19
134409,74.07
135237,74.07
136067,74.07
136895,73.96
137724,73.96
138553,73.85
139382,73.85
140211,73.96
141040,73.85
141869,73.85
142698,73.74
143526,73.74
144356,73.74
145184,73.74
146013,73.62
146842,73.62
147672,73.51
148500,73.62
149329,73.62
150158,73.51
150987,73.51
151817,73.51
152645,73.40
153475,73.40
154303,73.40
155132,73.40
155961,73.29
156790,73.29
157619,73.29
158448,73.18
159277,73.18
160106,73.06
160940,73.18
161769,73.06
162597,73.06
163427,73.06
164255,72.95
165085,72.95
165913,72.95
166743,72.84
167572,72.84
168401,72.84
169230,72.84
170059,72.72
170889,72.72
171717,72.61
172547,72.61
173376,72.61
174205,72.61
175034,72.61
175863,72.50
176693,72.50
177522,72.50
178351,72.39
179180,72.39
180009,72.39
180838,72.27
181667,72.27
182497,72.27
183326,72.27
184155,72.16
184984,72.16
185814,72.16
186642,72.05
187471,72.05
188301,72.05
189129,71.94
189959,71.94
190793,71.94
191622,71.82
192451,71.82
193281,71.82
194109,71.82
194938,71.82
195767,71.71
196596,71.71
197426,71.71
198254,71.60
199083,71.60
199911,71.60
200739,71.49
201568,71.49
202402,71.37
203231,71.37
204059,71.37
204888,71.37
205716,71.26
206545,71.26
207374,71.37
208202,71.26
209032,71.26
209860,71.15
210690,71.15
211518,71.04
212347,71.04
213176,71.04
214005,71.04
214834,71.04
215662,70.93
216492,70.93
217320,70.81
218149,70.81
218978,70.81
219807,70.81
220636,70.70
221470,70.70
222300,70.70
223128,70.59
223956,70.59
224786,70.59
225614,70.47
226444,70.59
227272,70.59
228102,70.47
228930,70.36
229760,70.36
230588,70.36
231417,70.36
232247,70.25
233075,70.25
233905,70.25
234733,70.25
235563,70.14
236392,70.14
237221,70.02
238050,70.14
238879,70.02
239709,70.02
240538,70.02
241367,69.91
242196,69.91
243024,69.80
243854,69.80
244682,69.80
245511,69.80
246340,69.80
247169,69.80
247998,69.69
248826,69.69
249656,69.69
250485,69.57
251314,69.57
252141,69.57
252969,69.57
253799,69.46
254628,69.35
255457,69.46
256286,69.46
257116,69.35
257944,69.35
258774,69.35
259603,69.24
260432,69.24
261261,69.12
262090,69.12
262920,69.12
263748,69.12
264578,69.01
265407,69.01
266236,69.01
267065,69.01
267894,69.01
268724,68.90
269552,68.90
270382,68.79
271211,68.90
272040,68.79
272869,68.79
273698,68.68
274528,68.68
275357,68.68
276186,68.68
277015,68.56
277844,68.56
278674,68.56
279502,68.56
280332,68.56
281161,68.45
281996,68.56
282825,68.34
283655,68.45
284484,68.34
285313,68.34
286142,68.34
