1022,71.04
1014,71.37
1013,71.49
1843,71.82
2672,37.06
3501,14.79
4330,9.95
5159,6.91
5989,4.89
1312,3.76
2142,2.64
2971,1.51
3801,3.20
4630,11.52
5458,11.19
6288,8.26
7117,6.69
7947,7.14
8776,8.38
9606,12.65
10434,14.56
11264,16.14
12093,18.05
12922,19.85
13752,21.54
14581,22.89
15411,24.12
16240,25.25
17070,26.15
17899,27.05
18728,27.72
19558,28.40
20387,29.07
21255,29.41
22084,29.75
22914,29.97
23743,30.20
24572,30.54
25402,30.65
26231,30.76
27061,31.10
27890,31.10
28725,31.32
29554,31.44
30384,31.44
31213,31.55
32043,31.77
32872,31.89
33701,31.89
34531,31.89
35360,32.00
36189,32.11
37056,32.11
37885,32.11
38715,32.22
39544,32.22
40374,32.34
41203,32.45
42033,32.45
42862,32.45
43692,32.45
44521,32.45
45350,32.45
46179,32.56
47008,32.56
47838,32.56
48667,32.68
49497,32.68
50326,32.68
51155,32.68
51985,32.68
52814,32.79
53644,32.79
54473,32.79
55302,32.90
56131,32.90
56961,32.90
57790,32.90
58618,32.90
59447,32.90
60276,32.90
61105,33.01
61945,32.90
62774,32.90
63602,32.90
64431,33.01
65260,32.90
66088,33.01
66918,33.01
67747,33.01
68577,33.01
69406,33.13
70236,33.01
71064,33.01
71894,33.01
72723,33.13
73551,33.13
74381,33.24
75209,33.24
76039,33.24
76868,33.13
77698,33.24
78526,33.24
79355,33.24
80185,33.13
81014,33.13
81844,33.24
82673,33.24
83503,33.24
84332,33.24
85160,33.24
85990,33.24
86819,33.24
87649,33.24
88478,33.24
89308,33.24
90136,33.24
90966,33.35
91795,33.35
92623,33.24
93453,33.24
94287,33.24
95117,33.24
95946,33.35
96776,33.35
97605,33.35
98435,33.35
99264,33.24
100093,33.24
100923,33.24
101752,33.24
102581,33.35
103410,33.46
104240,33.35
105069,33.35
105899,33.24
106728,33.35
107557,33.35
108387,33.35
109216,33.35
110046,33.35
110875,33.35
111705,33.24
112534,33.35
113363,33.35
114193,33.46
115022,33.35
115852,33.46
116681,33.46
117511,33.46
118340,33.35
119170,33.46
119999,33.58
120828,33.58
121658,33.58
122487,33.46
123317,33.58
124146,33.58
124981,33.58
125810,33.58
126640,33.46
