1033,75.99
1875,69.69
2705,61.25
3534,55.51
4363,51.80
5192,49.10
6022,47.30
6851,46.06
7681,44.94
8510,44.15
9338,43.47
10168,42.91
10997,42.58
11827,42.13
12656,41.79
13486,41.56
14315,41.45
15144,41.22
15973,41.00
16802,40.89
17631,40.89
18460,40.66
19295,40.66
20123,40.66
20952,40.55
21780,40.55
22609,40.55
23439,40.44
24268,40.44
25097,40.44
25926,40.33
26756,40.44
27585,40.44
28414,40.33
29244,40.44
30072,40.44
30902,40.33
31731,40.33
32560,40.33
33389,40.44
34219,40.33
35053,40.44
35883,40.33
36712,40.33
37541,40.33
38371,40.33
39199,40.44
40029,40.44
40858,40.44
41688,40.44
42517,40.44
43346,40.44
44176,40.44
45005,40.55
45834,40.66
46663,40.78
47493,40.66
48322,40.89
49152,40.78
49980,40.89
50809,40.89
51639,40.89
52468,41.11
53298,41.00
54127,41.11
54957,41.22
55785,41.22
56614,41.22
57444,41.34
58273,41.34
59103,41.45
59932,41.45
60761,41.56
61590,41.68
62419,41.56
63249,41.68
64078,41.68
64908,41.68
65736,41.79
66566,41.90
67401,41.90
68231,41.90
69060,41.90
69889,42.01
70718,42.01
71547,42.01
72377,42.01
73206,42.13
74036,42.13
74865,42.13
75695,42.24
76524,42.24
77352,42.35
78182,42.35
79011,42.35
79841,42.46
80670,42.46
81500,42.35
82329,42.46
83159,42.58
83988,42.58
84816,42.69
85646,42.58
86475,42.80
87305,42.80
88134,42.80
88964,43.03
89793,42.91
90621,43.03
91451,43.03
92280,43.14
93110,43.14
93939,43.25
94769,43.25
95598,43.36
96428,43.47
97257,43.59
98086,43.59
98916,43.59
99744,43.81
100572,43.93
101401,43.93
102231,44.15
103060,44.15
103889,44.26
104719,44.38
105548,44.49
106378,44.71
107207,44.71
108037,44.83
108866,44.94
109696,45.16
110525,45.28
111354,45.39
112184,45.50
113013,45.61
113843,45.84
114672,45.95
115502,46.06
116331,46.06
117160,46.18
117990,45.72
118819,45.28
119649,44.83
120478,44.60
121307,44.26
122175,44.15
123003,44.15
123832,44.15
124667,44.38
125496,44.49
126324,44.83
127154,44.83
127982,45.05
128812,45.39
129641,45.39
130476,45.61
131305,45.72
132134,45.84
132964,46.06
133793,46.29
134622,46.51
135451,46.74
136281,46.96
137109,47.19
137938,47.30
138768,47.53
139597,47.75
140426,47.97
141255,48.31
142085,48.54
142914,48.76
143744,48.99
144573,49.10
145402,49.21
146232,49.44
147061,49.55
147891,49.78
148720,50.00
149550,50.22
150379,50.45
151208,50.56
152038,50.79
152866,51.01
153696,51.01
154525,51.24
155355,51.35
156183,51.46
157012,51.80
157842,51.91
158671,52.14
159501,52.25
160330,52.36
161166,52.59
161995,52.70
162825,52.70
163654,52.93
164483,53.15
165312,53.38
166141,53.38
166971,53.60
167800,53.71
168630,53.82
169459,54.05
170289,54.16
171118,54.28
171948,54.39
172816,54.61
173645,54.61
174475,54.84
175304,54.95
176134,55.06
